geoid,year,measure,value,moe,region_type
24021751001,2019,gender_male_count_geo10,549.0,,tract
24021751002,2019,gender_male_count_geo10,2257.0,,tract
24021751003,2019,gender_male_count_geo10,2973.0,,tract
24021751004,2019,gender_male_count_geo10,2061.0,,tract
24021751201,2019,gender_male_count_geo10,2569.0,,tract
24021751202,2019,gender_male_count_geo10,3015.0,,tract
24021751203,2019,gender_male_count_geo10,911.0,,tract
24021751301,2019,gender_male_count_geo10,1956.0,,tract
24021751302,2019,gender_male_count_geo10,1605.0,,tract
24021751701,2019,gender_male_count_geo10,1188.0,,tract
24037876100,2019,gender_male_count_geo10,3954.0,,tract
24037876200,2019,gender_male_count_geo10,3583.0,,tract
24037990000,2019,gender_male_count_geo10,0.0,,tract
24039930101,2019,gender_male_count_geo10,3259.0,,tract
24039930102,2019,gender_male_count_geo10,1768.0,,tract
24039930200,2019,gender_male_count_geo10,732.0,,tract
24039930300,2019,gender_male_count_geo10,1114.0,,tract
24039930500,2019,gender_male_count_geo10,1958.0,,tract
24039930600,2019,gender_male_count_geo10,1143.0,,tract
24039990100,2019,gender_male_count_geo10,0.0,,tract
24041960201,2019,gender_male_count_geo10,2018.0,,tract
24041960501,2019,gender_male_count_geo10,2315.0,,tract
24041960502,2019,gender_male_count_geo10,1787.0,,tract
24041990000,2019,gender_male_count_geo10,0.0,,tract
24045010501,2019,gender_male_count_geo10,2734.0,,tract
24045010502,2019,gender_male_count_geo10,4501.0,,tract
24045010605,2019,gender_male_count_geo10,2176.0,,tract
24045010606,2019,gender_male_count_geo10,1927.0,,tract
24047950000,2019,gender_male_count_geo10,948.0,,tract
24047950100,2019,gender_male_count_geo10,1221.0,,tract
24047950300,2019,gender_male_count_geo10,1456.0,,tract
24047950400,2019,gender_male_count_geo10,1473.0,,tract
24047950600,2019,gender_male_count_geo10,1503.0,,tract
24047950700,2019,gender_male_count_geo10,1311.0,,tract
24013507601,2019,gender_male_count_geo10,2372.0,,tract
24013507801,2019,gender_male_count_geo10,3083.0,,tract
24013510000,2019,gender_male_count_geo10,736.0,,tract
24013507602,2019,gender_male_count_geo10,2002.0,,tract
24013507802,2019,gender_male_count_geo10,2500.0,,tract
24013514201,2019,gender_male_count_geo10,2377.0,,tract
24013507702,2019,gender_male_count_geo10,1723.0,,tract
24035810800,2019,gender_male_count_geo10,2669.0,,tract
24035810500,2019,gender_male_count_geo10,2713.0,,tract
24035810200,2019,gender_male_count_geo10,1415.0,,tract
24005408704,2019,gender_male_count_geo10,2976.0,,tract
24005411306,2019,gender_male_count_geo10,2651.0,,tract
24005411404,2019,gender_male_count_geo10,1969.0,,tract
24005420303,2019,gender_male_count_geo10,642.0,,tract
24005430300,2019,gender_male_count_geo10,2793.0,,tract
24005440400,2019,gender_male_count_geo10,2423.0,,tract
24005450501,2019,gender_male_count_geo10,2065.0,,tract
24005400400,2019,gender_male_count_geo10,2681.0,,tract
24005400702,2019,gender_male_count_geo10,929.0,,tract
24005402307,2019,gender_male_count_geo10,2446.0,,tract
24005402602,2019,gender_male_count_geo10,975.0,,tract
24025303205,2019,gender_male_count_geo10,860.0,,tract
24025303206,2019,gender_male_count_geo10,1860.0,,tract
24025303502,2019,gender_male_count_geo10,1771.0,,tract
24025303605,2019,gender_male_count_geo10,2860.0,,tract
24025303802,2019,gender_male_count_geo10,1238.0,,tract
24025303803,2019,gender_male_count_geo10,2319.0,,tract
24025304101,2019,gender_male_count_geo10,2300.0,,tract
24025304102,2019,gender_male_count_geo10,2031.0,,tract
24025306500,2019,gender_male_count_geo10,1832.0,,tract
24027601103,2019,gender_male_count_geo10,2962.0,,tract
24027601104,2019,gender_male_count_geo10,3378.0,,tract
24027601105,2019,gender_male_count_geo10,2270.0,,tract
24027601107,2019,gender_male_count_geo10,2885.0,,tract
24027601108,2019,gender_male_count_geo10,1832.0,,tract
24005402603,2019,gender_male_count_geo10,2605.0,,tract
24005403202,2019,gender_male_count_geo10,1068.0,,tract
24005403803,2019,gender_male_count_geo10,1496.0,,tract
24005404202,2019,gender_male_count_geo10,4295.0,,tract
24005403100,2019,gender_male_count_geo10,1168.0,,tract
24005404501,2019,gender_male_count_geo10,3354.0,,tract
24005408506,2019,gender_male_count_geo10,2361.0,,tract
24005408507,2019,gender_male_count_geo10,3446.0,,tract
24005411101,2019,gender_male_count_geo10,1105.0,,tract
24005411201,2019,gender_male_count_geo10,1669.0,,tract
24041960600,2019,gender_male_count_geo10,824.0,,tract
24041960700,2019,gender_male_count_geo10,1710.0,,tract
24041960400,2019,gender_male_count_geo10,2311.0,,tract
24041960300,2019,gender_male_count_geo10,1911.0,,tract
24041960800,2019,gender_male_count_geo10,1009.0,,tract
24033805101,2019,gender_male_count_geo10,1885.0,,tract
24033801802,2019,gender_male_count_geo10,1692.0,,tract
24033801807,2019,gender_male_count_geo10,2140.0,,tract
24033802104,2019,gender_male_count_geo10,765.0,,tract
24033800601,2019,gender_male_count_geo10,762.0,,tract
24033801307,2019,gender_male_count_geo10,2040.0,,tract
24033801600,2019,gender_male_count_geo10,764.0,,tract
24033801704,2019,gender_male_count_geo10,2415.0,,tract
24033801706,2019,gender_male_count_geo10,765.0,,tract
24033801906,2019,gender_male_count_geo10,699.0,,tract
24033801801,2019,gender_male_count_geo10,967.0,,tract
24033801804,2019,gender_male_count_geo10,1133.0,,tract
24033801808,2019,gender_male_count_geo10,1855.0,,tract
24033802001,2019,gender_male_count_geo10,2610.0,,tract
24033802501,2019,gender_male_count_geo10,932.0,,tract
24033802803,2019,gender_male_count_geo10,2504.0,,tract
24033803002,2019,gender_male_count_geo10,1210.0,,tract
24033803200,2019,gender_male_count_geo10,1417.0,,tract
24033803509,2019,gender_male_count_geo10,1432.0,,tract
24033803514,2019,gender_male_count_geo10,2041.0,,tract
24033804700,2019,gender_male_count_geo10,1487.0,,tract
24033806000,2019,gender_male_count_geo10,2779.0,,tract
24033800203,2019,gender_male_count_geo10,2163.0,,tract
24033800209,2019,gender_male_count_geo10,2304.0,,tract
24033800511,2019,gender_male_count_geo10,2377.0,,tract
24033800900,2019,gender_male_count_geo10,801.0,,tract
24033801302,2019,gender_male_count_geo10,1511.0,,tract
24013514202,2019,gender_male_count_geo10,1617.0,,tract
24013511000,2019,gender_male_count_geo10,1902.0,,tract
24013512000,2019,gender_male_count_geo10,678.0,,tract
24013505101,2019,gender_male_count_geo10,1935.0,,tract
24031700816,2019,gender_male_count_geo10,4262.0,,tract
24031700903,2019,gender_male_count_geo10,1278.0,,tract
24031701101,2019,gender_male_count_geo10,2493.0,,tract
24031701410,2019,gender_male_count_geo10,4182.0,,tract
24031701505,2019,gender_male_count_geo10,3845.0,,tract
24031701701,2019,gender_male_count_geo10,1707.0,,tract
24031702800,2019,gender_male_count_geo10,2580.0,,tract
24031703202,2019,gender_male_count_geo10,3082.0,,tract
24031703301,2019,gender_male_count_geo10,2594.0,,tract
24031700608,2019,gender_male_count_geo10,2732.0,,tract
24031700706,2019,gender_male_count_geo10,2257.0,,tract
24031701202,2019,gender_male_count_geo10,1303.0,,tract
24031701206,2019,gender_male_count_geo10,2878.0,,tract
24031701212,2019,gender_male_count_geo10,1348.0,,tract
24031702000,2019,gender_male_count_geo10,2709.0,,tract
24031701213,2019,gender_male_count_geo10,2848.0,,tract
24031701215,2019,gender_male_count_geo10,2306.0,,tract
24031701506,2019,gender_male_count_geo10,2383.0,,tract
24031703000,2019,gender_male_count_geo10,788.0,,tract
24031703208,2019,gender_male_count_geo10,2788.0,,tract
24031703214,2019,gender_male_count_geo10,3937.0,,tract
24031703501,2019,gender_male_count_geo10,3255.0,,tract
24031703502,2019,gender_male_count_geo10,1312.0,,tract
24031703602,2019,gender_male_count_geo10,1532.0,,tract
24031704000,2019,gender_male_count_geo10,2998.0,,tract
24031704501,2019,gender_male_count_geo10,1787.0,,tract
24031704503,2019,gender_male_count_geo10,1919.0,,tract
24047951300,2019,gender_male_count_geo10,1426.0,,tract
24047951400,2019,gender_male_count_geo10,1418.0,,tract
24047951500,2019,gender_male_count_geo10,1928.0,,tract
24047951700,2019,gender_male_count_geo10,1804.0,,tract
24047980000,2019,gender_male_count_geo10,0.0,,tract
24047990000,2019,gender_male_count_geo10,0.0,,tract
24510120201,2019,gender_male_count_geo10,1283.0,,tract
24510272004,2019,gender_male_count_geo10,1696.0,,tract
24510120202,2019,gender_male_count_geo10,2859.0,,tract
24510272005,2019,gender_male_count_geo10,1613.0,,tract
24510272006,2019,gender_male_count_geo10,1394.0,,tract
24510272007,2019,gender_male_count_geo10,2318.0,,tract
24510280500,2019,gender_male_count_geo10,1014.0,,tract
24510020100,2019,gender_male_count_geo10,797.0,,tract
24510060100,2019,gender_male_count_geo10,1173.0,,tract
24510090200,2019,gender_male_count_geo10,1266.0,,tract
24510090600,2019,gender_male_count_geo10,1316.0,,tract
24033800606,2019,gender_male_count_geo10,2334.0,,tract
24033801407,2019,gender_male_count_geo10,3021.0,,tract
24033802405,2019,gender_male_count_geo10,1845.0,,tract
24033802600,2019,gender_male_count_geo10,1775.0,,tract
24033803402,2019,gender_male_count_geo10,1567.0,,tract
24003751600,2019,gender_male_count_geo10,2315.0,,tract
24003751700,2019,gender_male_count_geo10,1354.0,,tract
24003980000,2019,gender_male_count_geo10,5.0,,tract
24003990000,2019,gender_male_count_geo10,0.0,,tract
24005402407,2019,gender_male_count_geo10,629.0,,tract
24005401506,2019,gender_male_count_geo10,2197.0,,tract
24005401507,2019,gender_male_count_geo10,3336.0,,tract
24005402406,2019,gender_male_count_geo10,2570.0,,tract
24005430104,2019,gender_male_count_geo10,1454.0,,tract
24005492500,2019,gender_male_count_geo10,1648.0,,tract
24005492600,2019,gender_male_count_geo10,1713.0,,tract
24005980100,2019,gender_male_count_geo10,0.0,,tract
24005980200,2019,gender_male_count_geo10,0.0,,tract
24009990100,2019,gender_male_count_geo10,0.0,,tract
24011955202,2019,gender_male_count_geo10,1030.0,,tract
24011955301,2019,gender_male_count_geo10,2114.0,,tract
24003740105,2019,gender_male_count_geo10,1709.0,,tract
24003706401,2019,gender_male_count_geo10,3307.0,,tract
24003706402,2019,gender_male_count_geo10,1683.0,,tract
24003730700,2019,gender_male_count_geo10,3273.0,,tract
24003731203,2019,gender_male_count_geo10,3457.0,,tract
24003740500,2019,gender_male_count_geo10,4899.0,,tract
24003740601,2019,gender_male_count_geo10,2518.0,,tract
24003750101,2019,gender_male_count_geo10,1985.0,,tract
24003750801,2019,gender_male_count_geo10,3445.0,,tract
24003731201,2019,gender_male_count_geo10,3235.0,,tract
24003740103,2019,gender_male_count_geo10,4323.0,,tract
24003730902,2019,gender_male_count_geo10,1836.0,,tract
24003750202,2019,gender_male_count_geo10,1710.0,,tract
24510010300,2019,gender_male_count_geo10,1164.0,,tract
24510080301,2019,gender_male_count_geo10,844.0,,tract
24510110100,2019,gender_male_count_geo10,1687.0,,tract
24510090300,2019,gender_male_count_geo10,2145.0,,tract
24510100300,2019,gender_male_count_geo10,3031.0,,tract
24510120400,2019,gender_male_count_geo10,719.0,,tract
24510130600,2019,gender_male_count_geo10,1781.0,,tract
24510130804,2019,gender_male_count_geo10,940.0,,tract
24510160200,2019,gender_male_count_geo10,1178.0,,tract
24510160400,2019,gender_male_count_geo10,830.0,,tract
24510160700,2019,gender_male_count_geo10,2132.0,,tract
24510170200,2019,gender_male_count_geo10,1091.0,,tract
24510180100,2019,gender_male_count_geo10,874.0,,tract
24510180300,2019,gender_male_count_geo10,999.0,,tract
24005402509,2019,gender_male_count_geo10,4607.0,,tract
24005403401,2019,gender_male_count_geo10,1416.0,,tract
24005403402,2019,gender_male_count_geo10,2481.0,,tract
24005404101,2019,gender_male_count_geo10,3195.0,,tract
24005404102,2019,gender_male_count_geo10,2880.0,,tract
24005404403,2019,gender_male_count_geo10,2120.0,,tract
24005411302,2019,gender_male_count_geo10,2005.0,,tract
24005411406,2019,gender_male_count_geo10,2031.0,,tract
24005420301,2019,gender_male_count_geo10,1119.0,,tract
24005410200,2019,gender_male_count_geo10,2442.0,,tract
24005404600,2019,gender_male_count_geo10,1246.0,,tract
24005404900,2019,gender_male_count_geo10,2291.0,,tract
24005411408,2019,gender_male_count_geo10,1880.0,,tract
24005420302,2019,gender_male_count_geo10,1052.0,,tract
24005420500,2019,gender_male_count_geo10,1816.0,,tract
24005420701,2019,gender_male_count_geo10,1413.0,,tract
24005420702,2019,gender_male_count_geo10,1024.0,,tract
24005421300,2019,gender_male_count_geo10,1377.0,,tract
24005430200,2019,gender_male_count_geo10,1321.0,,tract
24005440701,2019,gender_male_count_geo10,3364.0,,tract
24005440702,2019,gender_male_count_geo10,1998.0,,tract
24005450200,2019,gender_male_count_geo10,1611.0,,tract
24005450504,2019,gender_male_count_geo10,2466.0,,tract
24025302901,2019,gender_male_count_geo10,1058.0,,tract
24025303900,2019,gender_male_count_geo10,1204.0,,tract
24025304201,2019,gender_male_count_geo10,3205.0,,tract
24025301601,2019,gender_male_count_geo10,2997.0,,tract
24025303300,2019,gender_male_count_geo10,3201.0,,tract
24025301302,2019,gender_male_count_geo10,3258.0,,tract
24001000300,2019,gender_male_count_geo10,1411.0,,tract
24001000500,2019,gender_male_count_geo10,1132.0,,tract
24001001700,2019,gender_male_count_geo10,2054.0,,tract
24001001200,2019,gender_male_count_geo10,1545.0,,tract
24001001900,2019,gender_male_count_geo10,1559.0,,tract
24001002100,2019,gender_male_count_geo10,1424.0,,tract
24001001502,2019,gender_male_count_geo10,968.0,,tract
24031701002,2019,gender_male_count_geo10,1812.0,,tract
24031701005,2019,gender_male_count_geo10,1646.0,,tract
24031701308,2019,gender_male_count_geo10,1650.0,,tract
24031703210,2019,gender_male_count_geo10,1633.0,,tract
24031703404,2019,gender_male_count_geo10,1734.0,,tract
24031704502,2019,gender_male_count_geo10,1230.0,,tract
24031705300,2019,gender_male_count_geo10,900.0,,tract
24031705601,2019,gender_male_count_geo10,1327.0,,tract
24031706008,2019,gender_male_count_geo10,2731.0,,tract
24003740104,2019,gender_male_count_geo10,4325.0,,tract
24003707001,2019,gender_male_count_geo10,2778.0,,tract
24005400701,2019,gender_male_count_geo10,1359.0,,tract
24005401101,2019,gender_male_count_geo10,2961.0,,tract
24005401200,2019,gender_male_count_geo10,1491.0,,tract
24005401302,2019,gender_male_count_geo10,1275.0,,tract
24510260302,2019,gender_male_count_geo10,2892.0,,tract
24510260700,2019,gender_male_count_geo10,1511.0,,tract
24510260900,2019,gender_male_count_geo10,1731.0,,tract
24510261000,2019,gender_male_count_geo10,1367.0,,tract
24510270101,2019,gender_male_count_geo10,781.0,,tract
24510271900,2019,gender_male_count_geo10,1685.0,,tract
24510272003,2019,gender_male_count_geo10,2987.0,,tract
24033801211,2019,gender_male_count_geo10,1541.0,,tract
24033801212,2019,gender_male_count_geo10,1650.0,,tract
24033801213,2019,gender_male_count_geo10,1705.0,,tract
24033801214,2019,gender_male_count_geo10,2270.0,,tract
24033801215,2019,gender_male_count_geo10,1303.0,,tract
24033801216,2019,gender_male_count_geo10,1616.0,,tract
24033801217,2019,gender_male_count_geo10,1985.0,,tract
24033801310,2019,gender_male_count_geo10,2855.0,,tract
24033801311,2019,gender_male_count_geo10,3207.0,,tract
24027601203,2019,gender_male_count_geo10,3850.0,,tract
24027601204,2019,gender_male_count_geo10,2810.0,,tract
24027602201,2019,gender_male_count_geo10,1650.0,,tract
24027602202,2019,gender_male_count_geo10,2817.0,,tract
24027603001,2019,gender_male_count_geo10,2870.0,,tract
24027603003,2019,gender_male_count_geo10,2096.0,,tract
24027603004,2019,gender_male_count_geo10,3611.0,,tract
24027605103,2019,gender_male_count_geo10,2670.0,,tract
24027605104,2019,gender_male_count_geo10,2775.0,,tract
24027605504,2019,gender_male_count_geo10,1410.0,,tract
24027605505,2019,gender_male_count_geo10,3015.0,,tract
24027606606,2019,gender_male_count_geo10,2655.0,,tract
24027606607,2019,gender_male_count_geo10,2362.0,,tract
24027606706,2019,gender_male_count_geo10,2394.0,,tract
24027606707,2019,gender_male_count_geo10,1715.0,,tract
24027606805,2019,gender_male_count_geo10,2187.0,,tract
24027606806,2019,gender_male_count_geo10,3881.0,,tract
24027606904,2019,gender_male_count_geo10,2183.0,,tract
24027606905,2019,gender_male_count_geo10,3097.0,,tract
24027606906,2019,gender_male_count_geo10,3083.0,,tract
24027606907,2019,gender_male_count_geo10,3605.0,,tract
24005404201,2019,gender_male_count_geo10,2979.0,,tract
24021751702,2019,gender_male_count_geo10,2012.0,,tract
24021751802,2019,gender_male_count_geo10,1805.0,,tract
24021751903,2019,gender_male_count_geo10,3007.0,,tract
24021751801,2019,gender_male_count_geo10,2521.0,,tract
24021751901,2019,gender_male_count_geo10,2410.0,,tract
24021751902,2019,gender_male_count_geo10,2586.0,,tract
24021751904,2019,gender_male_count_geo10,1756.0,,tract
24021752001,2019,gender_male_count_geo10,2446.0,,tract
24021752101,2019,gender_male_count_geo10,1693.0,,tract
24021752102,2019,gender_male_count_geo10,2649.0,,tract
24021752201,2019,gender_male_count_geo10,1075.0,,tract
24021752202,2019,gender_male_count_geo10,2186.0,,tract
24021752204,2019,gender_male_count_geo10,4308.0,,tract
24005400600,2019,gender_male_count_geo10,1663.0,,tract
24005402302,2019,gender_male_count_geo10,2647.0,,tract
24005440200,2019,gender_male_count_geo10,1194.0,,tract
24005420900,2019,gender_male_count_geo10,1629.0,,tract
24005421101,2019,gender_male_count_geo10,1344.0,,tract
24005421200,2019,gender_male_count_geo10,856.0,,tract
24005440900,2019,gender_male_count_geo10,1811.0,,tract
24005441102,2019,gender_male_count_geo10,2347.0,,tract
24005450503,2019,gender_male_count_geo10,2342.0,,tract
24005450800,2019,gender_male_count_geo10,1834.0,,tract
24005451900,2019,gender_male_count_geo10,1205.0,,tract
24005490302,2019,gender_male_count_geo10,1833.0,,tract
24005490400,2019,gender_male_count_geo10,913.0,,tract
24005490500,2019,gender_male_count_geo10,1652.0,,tract
24005490603,2019,gender_male_count_geo10,1087.0,,tract
24005490703,2019,gender_male_count_geo10,1584.0,,tract
24005450100,2019,gender_male_count_geo10,1705.0,,tract
24005450400,2019,gender_male_count_geo10,1140.0,,tract
24005451600,2019,gender_male_count_geo10,909.0,,tract
24005490601,2019,gender_male_count_geo10,1047.0,,tract
24005490900,2019,gender_male_count_geo10,1787.0,,tract
24005491201,2019,gender_male_count_geo10,770.0,,tract
24005492001,2019,gender_male_count_geo10,533.0,,tract
24005492101,2019,gender_male_count_geo10,1682.0,,tract
24003750804,2019,gender_male_count_geo10,1813.0,,tract
24003731307,2019,gender_male_count_geo10,2939.0,,tract
24033801308,2019,gender_male_count_geo10,1962.0,,tract
24033801500,2019,gender_male_count_geo10,1212.0,,tract
24033801901,2019,gender_male_count_geo10,2200.0,,tract
24031703601,2019,gender_male_count_geo10,2137.0,,tract
24031704300,2019,gender_male_count_geo10,1898.0,,tract
24510090900,2019,gender_male_count_geo10,1165.0,,tract
24510100100,2019,gender_male_count_geo10,1074.0,,tract
24510150100,2019,gender_male_count_geo10,1012.0,,tract
24510150900,2019,gender_male_count_geo10,1593.0,,tract
24510200400,2019,gender_male_count_geo10,758.0,,tract
24510200500,2019,gender_male_count_geo10,1247.0,,tract
24510250101,2019,gender_male_count_geo10,1617.0,,tract
24510250600,2019,gender_male_count_geo10,0.0,,tract
24510260404,2019,gender_male_count_geo10,1142.0,,tract
24510270102,2019,gender_male_count_geo10,1631.0,,tract
24510270501,2019,gender_male_count_geo10,2276.0,,tract
24510270801,2019,gender_male_count_geo10,1664.0,,tract
24510271700,2019,gender_male_count_geo10,1869.0,,tract
24510280200,2019,gender_male_count_geo10,2149.0,,tract
24510280301,2019,gender_male_count_geo10,1721.0,,tract
24510160801,2019,gender_male_count_geo10,1414.0,,tract
24510160802,2019,gender_male_count_geo10,1383.0,,tract
24510060300,2019,gender_male_count_geo10,854.0,,tract
24510080101,2019,gender_male_count_geo10,1593.0,,tract
24510080302,2019,gender_male_count_geo10,1215.0,,tract
24510080500,2019,gender_male_count_geo10,556.0,,tract
24510120500,2019,gender_male_count_geo10,1238.0,,tract
24510130300,2019,gender_male_count_geo10,1140.0,,tract
24510130803,2019,gender_male_count_geo10,1132.0,,tract
24510140100,2019,gender_male_count_geo10,1910.0,,tract
24510150500,2019,gender_male_count_geo10,711.0,,tract
24510010400,2019,gender_male_count_geo10,1582.0,,tract
24510020200,2019,gender_male_count_geo10,900.0,,tract
24510030100,2019,gender_male_count_geo10,1101.0,,tract
24510030200,2019,gender_male_count_geo10,1060.0,,tract
24510070100,2019,gender_male_count_geo10,1471.0,,tract
24510200100,2019,gender_male_count_geo10,1013.0,,tract
24510160300,2019,gender_male_count_geo10,451.0,,tract
24031701421,2019,gender_male_count_geo10,766.0,,tract
24031701422,2019,gender_male_count_geo10,1461.0,,tract
24031701509,2019,gender_male_count_geo10,2876.0,,tract
24031701420,2019,gender_male_count_geo10,2444.0,,tract
24031701423,2019,gender_male_count_geo10,2458.0,,tract
24031701508,2019,gender_male_count_geo10,1877.0,,tract
24031701601,2019,gender_male_count_geo10,1118.0,,tract
24031701602,2019,gender_male_count_geo10,4225.0,,tract
24031703216,2019,gender_male_count_geo10,1454.0,,tract
24031703218,2019,gender_male_count_geo10,692.0,,tract
24031703219,2019,gender_male_count_geo10,1143.0,,tract
24031703220,2019,gender_male_count_geo10,2470.0,,tract
24031703221,2019,gender_male_count_geo10,2503.0,,tract
24031704403,2019,gender_male_count_geo10,662.0,,tract
24031704404,2019,gender_male_count_geo10,2425.0,,tract
24031704803,2019,gender_male_count_geo10,1756.0,,tract
24031704804,2019,gender_male_count_geo10,849.0,,tract
24031704805,2019,gender_male_count_geo10,966.0,,tract
24031704806,2019,gender_male_count_geo10,1907.0,,tract
24031705501,2019,gender_male_count_geo10,1175.0,,tract
24031705502,2019,gender_male_count_geo10,1852.0,,tract
24031706010,2019,gender_male_count_geo10,1315.0,,tract
24031706011,2019,gender_male_count_geo10,2670.0,,tract
24031706012,2019,gender_male_count_geo10,1370.0,,tract
24031706013,2019,gender_male_count_geo10,1419.0,,tract
24033800108,2019,gender_male_count_geo10,1553.0,,tract
24033800109,2019,gender_male_count_geo10,1980.0,,tract
24033800212,2019,gender_male_count_geo10,2267.0,,tract
24033800213,2019,gender_male_count_geo10,2012.0,,tract
24033800214,2019,gender_male_count_geo10,1506.0,,tract
24033800215,2019,gender_male_count_geo10,1324.0,,tract
24033800410,2019,gender_male_count_geo10,3466.0,,tract
24033800411,2019,gender_male_count_geo10,1747.0,,tract
24033800412,2019,gender_male_count_geo10,1713.0,,tract
24033800413,2019,gender_male_count_geo10,1817.0,,tract
24033800513,2019,gender_male_count_geo10,3241.0,,tract
24033800514,2019,gender_male_count_geo10,2843.0,,tract
24033800515,2019,gender_male_count_geo10,2003.0,,tract
24033800516,2019,gender_male_count_geo10,1662.0,,tract
24033800518,2019,gender_male_count_geo10,1894.0,,tract
24033800519,2019,gender_male_count_geo10,2022.0,,tract
24033800520,2019,gender_male_count_geo10,908.0,,tract
24031700101,2019,gender_male_count_geo10,2264.0,,tract
24031700205,2019,gender_male_count_geo10,5852.0,,tract
24031700500,2019,gender_male_count_geo10,3195.0,,tract
24031700607,2019,gender_male_count_geo10,3539.0,,tract
24031700811,2019,gender_male_count_geo10,2136.0,,tract
24031700817,2019,gender_male_count_geo10,3748.0,,tract
24031701102,2019,gender_male_count_geo10,3340.0,,tract
24031701306,2019,gender_male_count_geo10,1526.0,,tract
24031701201,2019,gender_male_count_geo10,2897.0,,tract
24031701205,2019,gender_male_count_geo10,3439.0,,tract
24031701210,2019,gender_male_count_geo10,1983.0,,tract
24031701303,2019,gender_male_count_geo10,1574.0,,tract
24031701409,2019,gender_male_count_geo10,2251.0,,tract
24031701503,2019,gender_male_count_geo10,3370.0,,tract
24031702402,2019,gender_male_count_geo10,2678.0,,tract
24031703201,2019,gender_male_count_geo10,4041.0,,tract
24031703215,2019,gender_male_count_geo10,1842.0,,tract
24510200800,2019,gender_male_count_geo10,997.0,,tract
24510240200,2019,gender_male_count_geo10,1328.0,,tract
24510250204,2019,gender_male_count_geo10,1961.0,,tract
24510250206,2019,gender_male_count_geo10,1176.0,,tract
24510250500,2019,gender_male_count_geo10,1943.0,,tract
24510260101,2019,gender_male_count_geo10,2516.0,,tract
24510260301,2019,gender_male_count_geo10,1863.0,,tract
24510270600,2019,gender_male_count_geo10,2286.0,,tract
24510010100,2019,gender_male_count_geo10,1344.0,,tract
24510010500,2019,gender_male_count_geo10,871.0,,tract
24510070200,2019,gender_male_count_geo10,1733.0,,tract
24510070300,2019,gender_male_count_geo10,391.0,,tract
24510070400,2019,gender_male_count_geo10,683.0,,tract
24510080400,2019,gender_male_count_geo10,462.0,,tract
24510130100,2019,gender_male_count_geo10,1467.0,,tract
24510130200,2019,gender_male_count_geo10,1242.0,,tract
24510130806,2019,gender_male_count_geo10,674.0,,tract
24510200200,2019,gender_male_count_geo10,967.0,,tract
24003730502,2019,gender_male_count_geo10,3215.0,,tract
24003730504,2019,gender_male_count_geo10,3668.0,,tract
24003731002,2019,gender_male_count_geo10,1630.0,,tract
24003731310,2019,gender_male_count_geo10,2771.0,,tract
24003731311,2019,gender_male_count_geo10,3529.0,,tract
24031704401,2019,gender_male_count_geo10,1597.0,,tract
24031705100,2019,gender_male_count_geo10,2356.0,,tract
24031705400,2019,gender_male_count_geo10,1492.0,,tract
24031700905,2019,gender_male_count_geo10,1908.0,,tract
24031700711,2019,gender_male_count_geo10,3252.0,,tract
24031700812,2019,gender_male_count_geo10,1917.0,,tract
24031700819,2019,gender_male_count_geo10,3657.0,,tract
24031701307,2019,gender_male_count_geo10,2140.0,,tract
24031702200,2019,gender_male_count_geo10,2047.0,,tract
24031703206,2019,gender_male_count_geo10,1980.0,,tract
24031703207,2019,gender_male_count_geo10,3298.0,,tract
24031703212,2019,gender_male_count_geo10,4340.0,,tract
24031704600,2019,gender_male_count_geo10,2402.0,,tract
24031705602,2019,gender_male_count_geo10,2040.0,,tract
24031705701,2019,gender_male_count_geo10,2061.0,,tract
24031706005,2019,gender_male_count_geo10,1972.0,,tract
24031703901,2019,gender_male_count_geo10,1780.0,,tract
24031705702,2019,gender_male_count_geo10,2223.0,,tract
24031705800,2019,gender_male_count_geo10,3202.0,,tract
24031705903,2019,gender_male_count_geo10,2178.0,,tract
24031701414,2019,gender_male_count_geo10,3396.0,,tract
24031701313,2019,gender_male_count_geo10,1799.0,,tract
24031701703,2019,gender_male_count_geo10,1834.0,,tract
24031701704,2019,gender_male_count_geo10,1499.0,,tract
24031702302,2019,gender_male_count_geo10,1916.0,,tract
24031702602,2019,gender_male_count_geo10,2559.0,,tract
24031703209,2019,gender_male_count_geo10,3690.0,,tract
24031700204,2019,gender_male_count_geo10,948.0,,tract
24031700304,2019,gender_male_count_geo10,3578.0,,tract
24031700704,2019,gender_male_count_geo10,1518.0,,tract
24031700207,2019,gender_male_count_geo10,2602.0,,tract
24031700208,2019,gender_male_count_geo10,1089.0,,tract
24031700311,2019,gender_male_count_geo10,5188.0,,tract
24029990000,2019,gender_male_count_geo10,0.0,,tract
24031700104,2019,gender_male_count_geo10,2869.0,,tract
24031700105,2019,gender_male_count_geo10,3053.0,,tract
24031700312,2019,gender_male_count_geo10,3978.0,,tract
24031700611,2019,gender_male_count_geo10,2803.0,,tract
24510080800,2019,gender_male_count_geo10,658.0,,tract
24510080102,2019,gender_male_count_geo10,1045.0,,tract
24510080200,2019,gender_male_count_geo10,501.0,,tract
24017850906,2019,gender_male_count_geo10,2067.0,,tract
24017851100,2019,gender_male_count_geo10,1666.0,,tract
24017851400,2019,gender_male_count_geo10,4226.0,,tract
24017850300,2019,gender_male_count_geo10,941.0,,tract
24017850400,2019,gender_male_count_geo10,1755.0,,tract
